None,0.0,161.63
1,107,207.13
1,107,330.78
1,107,369.64
1,107,403.57
1,107,445.65
1,107,560.05
1,107,612.64
1,107,631.91
1,107,684.3
1,107,726.55
1,107,757.78
1,107,842.65
1,107,876.74
1,107,913.21
1,107,959.26
1,107,999.3
1,107,1029.18
1,107,1076.89
1,107,1100.0
