None,0.0,106.41
10,21,147.59
10,21,194.82
10,21,323.21
0,115,377.72
0,115,418.48
0,115,529.28
0,115,556.59
0,115,585.02
0,115,662.27
0,115,684.82
0,115,714.73
0,115,796.05
0,115,800.0
